pdb_id,step,sigma,n_samples,ca_rmsd_to_final_mean,ca_rmsd_to_final_sd,ca_rmsd_to_native_mean,ca_rmsd_to_native_sd,ca_rmsd_step_delta_mean
8WTE,119,19.7874,5,16.3232,0.1867,18.4424,4.0020,19.7436
8WTE,120,18.649,5,15.5489,0.1815,17.7410,4.0058,18.7429
8WTE,121,17.5672,5,14.5348,0.3636,16.8467,3.8918,17.3423
8WTE,122,16.5396,5,13.6631,0.2053,15.8707,3.8455,16.3684
8WTE,123,15.564,5,13.0246,0.1579,15.2435,3.9776,15.4728
8WTE,124,14.6382,5,12.2344,0.2779,14.5854,3.9601,14.9288
8WTE,125,13.7599,5,11.2825,0.1233,13.9117,4.5808,13.6993
8WTE,126,12.9272,5,10.6639,0.1581,13.3993,4.7973,12.9180
8WTE,127,12.1381,5,10.0321,0.1916,12.7214,4.7758,12.0814
8WTE,128,11.3907,5,9.3377,0.1429,12.1038,4.9321,11.2931
8WTE,129,10.683,5,8.8031,0.1989,11.6587,4.9503,10.6791
8WTE,130,10.0134,5,8.3278,0.1189,11.1311,5.0241,10.1317
8WTE,131,9.38004,5,7.7809,0.1686,10.6490,5.1905,9.4672
8WTE,132,8.78137,5,7.1072,0.1850,10.0386,5.2792,8.6617
8WTE,133,8.21574,5,6.7941,0.0829,9.8168,5.4869,8.2440
8WTE,134,7.68164,5,6.2910,0.0208,9.4558,5.7479,7.6584
8WTE,135,7.17757,5,5.8677,0.0982,9.1185,5.7239,7.1432
8WTE,136,6.70213,5,5.4875,0.1056,8.7993,5.8093,6.6626
8WTE,137,6.25395,5,5.1205,0.1044,8.4373,5.9072,6.1344
8WTE,138,5.8317,5,4.7672,0.0823,8.1664,5.8984,5.8429
8WTE,139,5.43412,5,4.5310,0.0874,7.8999,5.8660,5.3997
8WTE,140,5.06001,5,4.1539,0.0405,7.7143,6.1391,5.1411
8WTE,141,4.7082,5,3.8600,0.0868,7.5694,6.1511,4.6262
8WTE,142,4.37757,5,3.5831,0.0881,7.3292,6.2566,4.3357
8WTE,143,4.06704,5,3.3445,0.0545,7.1284,6.3355,4.0702
8WTE,144,3.77558,5,3.1077,0.0350,6.9420,6.4163,3.7509
8WTE,145,3.50222,5,2.8679,0.0251,6.7934,6.4768,3.5160
8WTE,146,3.246,5,2.6389,0.0361,6.6207,6.4661,3.1962
8WTE,147,3.00601,5,2.4311,0.0533,6.5149,6.5369,3.0104
8WTE,148,2.7814,5,2.2484,0.0226,6.3869,6.6343,2.7225
8WTE,149,2.57133,5,2.0790,0.0378,6.2892,6.7314,2.5612
8WTE,150,2.37501,5,1.9261,0.0457,6.2020,6.8147,2.3702
8WTE,151,2.19168,5,1.7995,0.0403,6.1485,6.8121,2.2010
8WTE,152,2.02061,5,1.6314,0.0325,6.0334,6.8566,1.9555
8WTE,153,1.86112,5,1.5373,0.0246,5.9992,6.8921,1.8305
8WTE,154,1.71255,5,1.3943,0.0128,5.9170,6.9054,1.7043
8WTE,155,1.57426,5,1.2672,0.0091,5.8782,6.9063,1.5542
8WTE,156,1.44565,5,1.1768,0.0266,5.8594,6.9305,1.4253
8WTE,157,1.32616,5,1.0648,0.0298,5.8521,6.9707,1.2911
8WTE,158,1.21523,5,0.9638,0.0136,5.8215,6.9699,1.1973
8WTE,159,1.11236,5,0.8908,0.0169,5.8047,6.9743,1.0963
8WTE,160,1.01704,5,0.7935,0.0032,5.7547,6.9983,1.0072
8WTE,161,0.928804,5,0.6906,0.0027,5.7270,7.0114,0.1032
8WTE,162,0.847218,5,0.5999,0.0025,5.7055,7.0216,0.0909
8WTE,163,0.771854,5,0.5202,0.0021,5.6891,7.0295,0.0801
8WTE,164,0.702309,5,0.4502,0.0018,5.6767,7.0356,0.0703
8WTE,165,0.638207,5,0.3888,0.0015,5.6673,7.0402,0.0617
8WTE,166,0.579186,5,0.3350,0.0013,5.6603,7.0436,0.0540
8WTE,167,0.524908,5,0.2881,0.0012,5.6551,7.0462,0.0472
8WTE,168,0.475048,5,0.2473,0.0011,5.6513,7.0481,0.0412
8WTE,169,0.429305,5,0.2117,0.0009,5.6486,7.0496,0.0359
8WTE,170,0.38739,5,0.1808,0.0008,5.6466,7.0507,0.0312
8WTE,171,0.349033,5,0.1542,0.0007,5.6452,7.0515,0.0270
8WTE,172,0.313979,5,0.1312,0.0006,5.6442,7.0520,0.0234
8WTE,173,0.281986,5,0.1115,0.0006,5.6435,7.0524,0.0201
8WTE,174,0.252829,5,0.0945,0.0005,5.6431,7.0527,0.0174
8WTE,175,0.226295,5,0.0801,0.0005,5.6428,7.0529,0.0149
8WTE,176,0.202186,5,0.0678,0.0006,5.6426,7.0529,0.0128
8WTE,177,0.180312,5,0.0574,0.0007,5.6425,7.0530,0.0110
8WTE,178,0.160499,5,0.0486,0.0009,5.6425,7.0531,0.0093
8WTE,179,0.142582,5,0.0412,0.0012,5.6424,7.0531,0.0080
8WTE,180,0.126407,5,0.0348,0.0014,5.6425,7.0531,0.0068
8WTE,181,0.111832,5,0.0294,0.0013,5.6425,7.0531,0.0059
8WTE,182,0.0987208,5,0.0250,0.0016,5.6426,7.0530,0.0050
8WTE,183,0.0869503,5,0.0212,0.0017,5.6426,7.0530,0.0043
8WTE,184,0.0764038,5,0.0179,0.0016,5.6426,7.0529,0.0037
8WTE,185,0.0669735,5,0.0151,0.0016,5.6427,7.0529,0.0032
8WTE,186,0.0585587,5,0.0127,0.0017,5.6427,7.0529,0.0028
8WTE,187,0.0510671,5,0.0107,0.0015,5.6428,7.0528,0.0024
8WTE,188,0.0444124,5,0.0089,0.0014,5.6428,7.0528,0.0022
8WTE,189,0.0385154,5,0.0074,0.0011,5.6428,7.0527,0.0019
8WTE,190,0.0333026,5,0.0062,0.0009,5.6428,7.0527,0.0017
8WTE,191,0.0287066,5,0.0051,0.0008,5.6429,7.0526,0.0015
8WTE,192,0.0246654,5,0.0042,0.0007,5.6429,7.0526,0.0013
8WTE,193,0.021122,5,0.0035,0.0005,5.6429,7.0526,0.0013
8WTE,194,0.0180242,5,0.0028,0.0003,5.6429,7.0526,0.0011
8WTE,195,0.0153242,5,0.0022,0.0002,5.6429,7.0526,0.0010
8WTE,196,0.0129786,5,0.0018,0.0002,5.6429,7.0526,0.0009
8WTE,197,0.0109477,5,0.0014,0.0001,5.6429,7.0526,0.0008
8WTE,198,0.00919558,5,0.0010,0.0001,5.6429,7.0526,0.0008
8WTE,199,0.00768951,5,0.0007,0.0000,5.6429,7.0526,0.0007
8WTE,200,0.00640001,5,0.0000,0.0000,5.6430,7.0525,0.0007
8QFY,1,2485.54,5,2479.0322,25.1039,2479.0191,25.0905,
8QFY,2,2412.94,5,2108.5646,16.1024,2108.5594,16.1074,2586.1745
8QFY,3,2342.16,5,2072.2699,34.5319,2072.2848,34.5466,2414.2819
8QFY,4,2273.18,5,1985.3821,41.0081,1985.3803,41.0098,2339.8868
8QFY,5,2205.94,5,1905.9138,22.1996,1905.9293,22.1924,2271.8638
8QFY,6,2140.41,5,1856.8146,40.6337,1856.8313,40.6217,2222.5866
8QFY,7,2076.56,5,1821.5415,21.8098,1821.5369,21.8127,2111.3684
8QFY,8,2014.35,5,1760.5613,47.0341,1760.5561,47.0341,2065.4121
8QFY,9,1953.74,5,1715.3218,23.7819,1715.3263,23.7902,2025.1390
8QFY,10,1894.71,5,1645.4730,40.7498,1645.4686,40.7457,1941.8787
8QFY,11,1837.2,5,1586.9516,30.0248,1586.9619,30.0346,1917.3543
8QFY,12,1781.21,5,1558.6683,17.0665,1558.6638,17.0478,1817.9460
8QFY,13,1726.68,5,1500.9405,21.6756,1500.9285,21.6746,1770.4801
8QFY,14,1673.58,5,1484.9734,35.3831,1484.9992,35.3883,1761.0682
8QFY,15,1621.9,5,1408.2918,27.8150,1408.2995,27.8257,1676.4510
8QFY,16,1571.58,5,1383.7957,18.5309,1383.8033,18.5308,1630.3862
8QFY,17,1522.62,5,1325.2320,25.9877,1325.2158,25.9703,1598.3366
8QFY,18,1474.96,5,1281.4949,28.2778,1281.4951,28.2746,1518.1800
8QFY,19,1428.59,5,1239.2480,23.5684,1239.2417,23.5737,1483.6129
8QFY,20,1383.47,5,1216.1396,20.4361,1216.1423,20.4454,1426.2446
8QFY,21,1339.59,5,1160.1193,22.7722,1160.1031,22.7804,1377.0987
8QFY,22,1296.9,5,1123.1967,8.6867,1123.2235,8.6794,1345.6543
8QFY,23,1255.38,5,1100.0112,21.5236,1100.0186,21.5160,1322.1710
8QFY,24,1215,5,1070.8457,10.3440,1070.8422,10.3381,1267.6593
8QFY,25,1175.75,5,1025.7314,18.0438,1025.7378,18.0413,1203.3785
8QFY,26,1137.58,5,978.7619,17.2983,978.7729,17.3137,1163.9471
8QFY,27,1100.49,5,955.2107,12.6169,955.2144,12.6111,1118.3118
8QFY,28,1064.43,5,919.9287,21.4824,919.9388,21.4823,1100.2210
8QFY,29,1029.39,5,908.7987,15.4536,908.8053,15.4521,1063.1197
8QFY,30,995.349,5,866.7365,10.8429,866.7339,10.8403,1028.5007
8QFY,31,962.275,5,843.4645,13.1643,843.4661,13.1595,1001.8384
8QFY,32,930.147,5,793.8415,10.5505,793.8520,10.5430,959.7325
8QFY,33,898.942,5,788.1455,27.6184,788.1454,27.6155,939.4096
8QFY,34,868.639,5,746.3345,16.6548,746.3367,16.6559,894.4167
8QFY,35,839.216,5,714.2882,11.4625,714.2981,11.4690,865.5253
8QFY,36,810.652,5,698.7511,1.9988,698.7573,1.9908,836.1380
8QFY,37,782.924,5,672.6946,18.9406,672.6911,18.9539,794.4515
8QFY,38,756.014,5,649.5156,13.0924,649.5205,13.0870,771.3784
8QFY,39,729.901,5,632.4293,9.7281,632.4268,9.7375,754.0145
8QFY,40,704.564,5,614.1677,8.7177,614.1766,8.7198,734.0306
8QFY,41,679.985,5,596.5463,7.0534,596.5501,7.0532,705.0311
8QFY,42,656.145,5,564.6542,7.6471,564.6509,7.6555,681.2505
8QFY,43,633.025,5,540.4717,4.5954,540.4726,4.5864,654.3402
8QFY,44,610.606,5,522.3341,7.4026,522.3369,7.4020,615.9927
8QFY,45,588.872,5,505.2719,6.4130,505.2791,6.4092,602.0938
8QFY,46,567.804,5,489.6386,8.0997,489.6390,8.0952,578.9018
8QFY,47,547.386,5,465.5219,13.4749,465.5309,13.4654,563.6837
8QFY,48,527.6,5,441.5490,7.0619,441.5293,7.0424,537.0108
8QFY,49,508.43,5,433.1063,3.2484,433.1070,3.2538,515.9211
8QFY,50,489.861,5,423.3987,12.4304,423.3993,12.4317,498.7751
8QFY,51,471.875,5,405.8083,6.7899,405.7914,6.7783,482.7697
8QFY,52,454.46,5,388.7363,5.9721,388.7342,5.9694,463.7080
8QFY,53,437.597,5,371.3449,1.7941,371.3576,1.7825,449.8735
8QFY,54,421.274,5,359.1857,6.9218,359.1839,6.9255,428.2390
8QFY,55,405.476,5,346.7355,4.4925,346.7514,4.4787,415.0887
8QFY,56,390.188,5,330.4859,6.0215,330.4856,6.0433,393.6089
8QFY,57,375.397,5,323.4466,2.3249,323.4586,2.3211,379.7306
8QFY,58,361.089,5,308.5008,5.5735,308.5110,5.5827,374.0354
8QFY,59,347.251,5,297.3533,7.8667,297.3691,7.8557,358.4417
8QFY,60,333.87,5,284.5703,6.8719,284.5745,6.8690,344.9910
8QFY,61,320.934,5,270.4526,4.3322,270.4486,4.3180,326.5695
8QFY,62,308.43,5,261.1368,2.4218,261.1391,2.4227,315.8456
8QFY,63,296.345,5,253.7033,3.0811,253.6988,3.0676,305.2890
8QFY,64,284.669,5,242.2087,3.6706,242.2220,3.6639,293.3751
8QFY,65,273.389,5,235.1464,9.0745,235.1522,9.0754,277.5453
8QFY,66,262.495,5,223.4669,5.1891,223.4838,5.1850,267.6231
8QFY,67,251.974,5,213.9420,2.4008,213.9421,2.3984,255.0222
8QFY,68,241.818,5,204.0142,5.3076,204.0004,5.2750,246.9803
8QFY,69,232.014,5,195.6625,1.6440,195.6583,1.6399,235.3518
8QFY,70,222.553,5,190.7148,2.2586,190.7211,2.2584,225.6602
8QFY,71,213.425,5,180.1186,4.8431,180.1139,4.8344,220.3289
8QFY,72,204.619,5,176.9765,2.9918,176.9869,2.9872,209.6232
8QFY,73,196.127,5,167.1111,2.8334,167.1127,2.8440,201.5710
8QFY,74,187.938,5,158.9965,2.0014,158.9974,1.9825,190.5954
8QFY,75,180.045,5,153.3223,2.3356,153.3270,2.3095,183.1779
8QFY,76,172.437,5,146.4692,2.2082,146.4802,2.2003,176.8091
8QFY,77,165.106,5,137.8538,3.7424,137.8543,3.7450,169.9888
8QFY,78,158.045,5,132.6948,2.0627,132.6971,2.0584,160.0375
8QFY,79,151.243,5,127.0337,3.5173,127.0352,3.5252,152.3025
8QFY,80,144.695,5,122.5726,2.2448,122.5794,2.2485,148.6009
8QFY,81,138.39,5,115.4589,2.5261,115.4498,2.5302,140.0446
8QFY,82,132.323,5,113.3028,2.4047,113.3149,2.4090,135.6446
8QFY,83,126.485,5,107.4373,1.6331,107.4423,1.6373,129.1649
8QFY,84,120.869,5,101.9653,2.0018,101.9565,1.9960,123.2974
8QFY,85,115.469,5,98.3421,1.6584,98.3425,1.6462,116.5517
8QFY,86,110.276,5,92.2182,1.8840,92.2314,1.9045,112.1182
8QFY,87,105.285,5,89.0121,1.1966,89.0307,1.1971,106.3194
8QFY,88,100.489,5,84.7700,1.1906,84.7784,1.1866,102.8742
8QFY,89,95.8813,5,81.0932,0.9713,81.0821,0.9703,98.6052
8QFY,90,91.4559,5,76.2343,1.2604,76.2414,1.2727,92.3370
8QFY,91,87.2068,5,73.4114,1.0801,73.4034,1.0802,87.0394
8QFY,92,83.1281,5,70.1792,0.9026,70.1707,0.9002,85.4904
8QFY,93,79.2139,5,66.4060,0.9111,66.4004,0.9254,80.2033
8QFY,94,75.4588,5,63.9076,0.5285,63.8986,0.5332,76.3741
8QFY,95,71.8574,5,59.8442,0.8094,59.8360,0.8254,73.0505
8QFY,96,68.4042,5,57.7716,0.9574,57.7761,0.9515,68.7495
8QFY,97,65.0944,5,54.7775,0.4945,54.7659,0.5022,67.2248
8QFY,98,61.9226,5,51.6572,0.7973,51.6525,0.8066,62.9674
8QFY,99,58.8844,5,50.1462,0.9594,50.1658,0.9657,59.3141
8QFY,100,55.9748,5,47.3930,0.8360,47.4109,0.8297,56.9271
8QFY,101,53.1893,5,44.0886,0.9382,44.0649,0.9496,54.2793
8QFY,102,50.5235,5,42.6608,0.8548,42.6704,0.8487,51.0493
8QFY,103,47.9731,5,39.7068,0.4387,39.7124,0.4141,48.3891
8QFY,104,45.5338,5,38.2263,0.2954,38.2369,0.2895,45.9717
8QFY,105,43.2016,5,36.2272,0.7903,36.2441,0.7901,43.6331
8QFY,106,40.9725,5,34.3274,0.8016,34.3345,0.7984,41.3898
8QFY,107,38.8428,5,32.2608,0.3636,32.2728,0.3517,39.5265
8QFY,108,36.8086,5,30.5546,0.6777,30.5606,0.6799,36.8820
8QFY,109,34.8665,5,29.4565,0.4786,29.4512,0.4964,35.3591
8QFY,110,33.0129,5,27.6783,0.7340,27.6832,0.7218,33.4732
8QFY,111,31.2443,5,25.6417,0.3695,25.6512,0.3694,31.2891
8QFY,112,29.5577,5,24.3009,0.7701,24.3042,0.7741,29.5442
8QFY,113,27.9497,5,23.2275,0.4212,23.2263,0.4063,27.9859
8QFY,114,26.4172,5,21.9026,0.6595,21.9021,0.6652,26.6598
8QFY,115,24.9573,5,20.8585,0.4288,20.8563,0.4231,25.3726
8QFY,116,23.5672,5,19.3581,0.3398,19.3529,0.3470,23.8150
8QFY,117,22.2439,5,18.4251,0.4183,18.4299,0.4109,22.2704
8QFY,118,20.9849,5,17.3803,0.2430,17.3790,0.2622,21.1087
8QFY,119,19.7874,5,16.3030,0.3723,16.3106,0.3691,20.0362
8QFY,120,18.649,5,15.3936,0.3988,15.3955,0.4019,18.7516
8QFY,121,17.5672,5,14.3743,0.3092,14.3893,0.3139,17.6435
8QFY,122,16.5396,5,13.6960,0.1193,13.7033,0.1201,16.8046
8QFY,123,15.564,5,12.8673,0.3404,12.8750,0.3499,15.4812
8QFY,124,14.6382,5,12.0903,0.3620,12.0909,0.3656,14.7355
8QFY,125,13.7599,5,11.2175,0.2430,11.2168,0.2532,13.7659
8QFY,126,12.9272,5,10.5890,0.1196,10.5727,0.0992,12.7624
8QFY,127,12.1381,5,9.9303,0.1599,9.9216,0.1628,12.0144
8QFY,128,11.3907,5,9.2725,0.1052,9.2864,0.1070,11.4370
8QFY,129,10.683,5,8.7033,0.2481,8.6787,0.2676,10.6414
8QFY,130,10.0134,5,8.1899,0.1420,8.1804,0.1523,10.1348
8QFY,131,9.38004,5,7.6395,0.0993,7.6456,0.0958,9.2868
8QFY,132,8.78137,5,7.1799,0.2557,7.1862,0.2669,8.7818
8QFY,133,8.21574,5,6.7795,0.1140,6.7798,0.1155,8.0434
8QFY,134,7.68164,5,6.2925,0.1191,6.3080,0.1083,7.7194
8QFY,135,7.17757,5,5.8865,0.1572,5.8956,0.1485,7.2368
8QFY,136,6.70213,5,5.4620,0.0540,5.4596,0.0552,6.7126
8QFY,137,6.25395,5,5.1186,0.0334,5.1448,0.0325,6.2785
8QFY,138,5.8317,5,4.7348,0.0968,4.7439,0.1201,5.7938
8QFY,139,5.43412,5,4.4539,0.1043,4.4589,0.0946,5.3993
8QFY,140,5.06001,5,4.1334,0.1076,4.1423,0.0777,4.9939
8QFY,141,4.7082,5,3.8623,0.0747,3.8874,0.0778,4.6749
8QFY,142,4.37757,5,3.5561,0.0581,3.5649,0.0422,4.3444
8QFY,143,4.06704,5,3.2734,0.0761,3.2714,0.0484,4.0849
8QFY,144,3.77558,5,3.0609,0.0240,3.0793,0.0174,3.7332
8QFY,145,3.50222,5,2.8116,0.0406,2.8386,0.0297,3.4205
8QFY,146,3.246,5,2.6726,0.0424,2.7113,0.0346,3.2457
8QFY,147,3.00601,5,2.4480,0.0242,2.4896,0.0395,2.9408
8QFY,148,2.7814,5,2.2883,0.0299,2.3285,0.0352,2.7838
8QFY,149,2.57133,5,2.1104,0.0433,2.1868,0.0518,2.5785
8QFY,150,2.37501,5,1.9413,0.0259,2.0187,0.0424,2.3605
8QFY,151,2.19168,5,1.7876,0.0291,1.8920,0.0436,2.1553
8QFY,152,2.02061,5,1.6194,0.0216,1.7270,0.0372,1.9933
8QFY,153,1.86112,5,1.4953,0.0312,1.5895,0.0164,1.8364
8QFY,154,1.71255,5,1.3834,0.0371,1.5264,0.0416,1.6889
8QFY,155,1.57426,5,1.2477,0.0204,1.4118,0.0565,1.5651
8QFY,156,1.44565,5,1.1553,0.0285,1.3355,0.0668,1.4192
8QFY,157,1.32616,5,1.0535,0.0257,1.2584,0.0906,1.2884
8QFY,158,1.21523,5,0.9750,0.0206,1.2045,0.0764,1.2202
8QFY,159,1.11236,5,0.8783,0.0175,1.1293,0.0824,1.0914
8QFY,160,1.01704,5,0.8037,0.0139,1.0745,0.0978,1.0139
8QFY,161,0.928804,5,0.6994,0.0122,0.9968,0.1042,0.1046
8QFY,162,0.847218,5,0.6076,0.0107,0.9326,0.1104,0.0921
8QFY,163,0.771854,5,0.5268,0.0094,0.8802,0.1159,0.0811
8QFY,164,0.702309,5,0.4559,0.0082,0.8378,0.1210,0.0713
8QFY,165,0.638207,5,0.3938,0.0072,0.8039,0.1252,0.0625
8QFY,166,0.579186,5,0.3394,0.0062,0.7773,0.1287,0.0548
8QFY,167,0.524908,5,0.2919,0.0054,0.7564,0.1315,0.0478
8QFY,168,0.475048,5,0.2506,0.0048,0.7403,0.1338,0.0417
8QFY,169,0.429305,5,0.2147,0.0042,0.7279,0.1354,0.0363
8QFY,170,0.38739,5,0.1836,0.0037,0.7185,0.1366,0.0315
8QFY,171,0.349033,5,0.1567,0.0032,0.7114,0.1376,0.0273
8QFY,172,0.313979,5,0.1334,0.0027,0.7062,0.1384,0.0237
8QFY,173,0.281986,5,0.1133,0.0024,0.7023,0.1390,0.0205
8QFY,174,0.252829,5,0.0961,0.0020,0.6994,0.1393,0.0176
8QFY,175,0.226295,5,0.0813,0.0016,0.6972,0.1396,0.0151
8QFY,176,0.202186,5,0.0687,0.0014,0.6957,0.1397,0.0130
8QFY,177,0.180312,5,0.0580,0.0012,0.6945,0.1399,0.0111
8QFY,178,0.160499,5,0.0488,0.0011,0.6936,0.1399,0.0095
8QFY,179,0.142582,5,0.0411,0.0009,0.6930,0.1400,0.0082
8QFY,180,0.126407,5,0.0345,0.0008,0.6926,0.1400,0.0070
8QFY,181,0.111832,5,0.0289,0.0007,0.6922,0.1401,0.0060
8QFY,182,0.0987208,5,0.0243,0.0007,0.6920,0.1401,0.0051
8QFY,183,0.0869503,5,0.0203,0.0006,0.6919,0.1401,0.0044
8QFY,184,0.0764038,5,0.0171,0.0005,0.6918,0.1402,0.0037
8QFY,185,0.0669735,5,0.0143,0.0004,0.6916,0.1402,0.0032
8QFY,186,0.0585587,5,0.0119,0.0004,0.6916,0.1402,0.0028
8QFY,187,0.0510671,5,0.0100,0.0004,0.6915,0.1402,0.0024
8QFY,188,0.0444124,5,0.0085,0.0003,0.6915,0.1402,0.0020
8QFY,189,0.0385154,5,0.0072,0.0003,0.6915,0.1402,0.0018
8QFY,190,0.0333026,5,0.0060,0.0003,0.6915,0.1402,0.0016
8QFY,191,0.0287066,5,0.0051,0.0003,0.6915,0.1402,0.0014
8QFY,192,0.0246654,5,0.0042,0.0003,0.6915,0.1402,0.0013
8QFY,193,0.021122,5,0.0036,0.0004,0.6915,0.1402,0.0012
8QFY,194,0.0180242,5,0.0029,0.0003,0.6915,0.1403,0.0011
8QFY,195,0.0153242,5,0.0024,0.0003,0.6915,0.1403,0.0010
8QFY,196,0.0129786,5,0.0019,0.0002,0.6915,0.1403,0.0010
8QFY,197,0.0109477,5,0.0015,0.0001,0.6916,0.1403,0.0009
8QFY,198,0.00919558,5,0.0011,0.0001,0.6916,0.1403,0.0008
8QFY,199,0.00768951,5,0.0007,0.0000,0.6916,0.1403,0.0007
8QFY,200,0.00640001,5,0.0000,0.0000,0.6916,0.1403,0.0007
8F5A,1,2485.54,5,2508.6783,45.3969,2508.7053,45.4233,
8F5A,2,2412.94,5,2141.9474,33.5399,2141.9632,33.5070,2602.6370
8F5A,3,2342.16,5,2055.1404,46.1620,2055.1574,46.1709,2428.3706
8F5A,4,2273.18,5,1958.3843,40.5243,1958.3918,40.4990,2339.4529
8F5A,5,2205.94,5,1916.8820,30.9343,1916.8788,30.9675,2251.0580
8F5A,6,2140.41,5,1870.4400,40.9372,1870.4691,40.9522,2190.2416
8F5A,7,2076.56,5,1800.9884,14.1038,1800.9860,14.0956,2143.2702
8F5A,8,2014.35,5,1761.6333,38.1677,1761.6337,38.1438,2099.1080
8F5A,9,1953.74,5,1676.0074,28.6843,1676.0269,28.6659,2025.8025
8F5A,10,1894.71,5,1647.6173,20.0925,1647.6180,20.0782,1951.3716
8F5A,11,1837.2,5,1626.4097,55.8405,1626.4294,55.7746,1896.0984
8F5A,12,1781.21,5,1550.0346,21.7827,1550.0035,21.7929,1844.6745
8F5A,13,1726.68,5,1496.7917,28.0129,1496.7370,28.0141,1803.0964
8F5A,14,1673.58,5,1471.0437,15.0569,1471.0377,15.0389,1734.5710
8F5A,15,1621.9,5,1412.1721,37.4640,1412.1841,37.4575,1674.7129
8F5A,16,1571.58,5,1366.5572,41.0174,1366.5216,41.0350,1627.5872
8F5A,17,1522.62,5,1332.2861,13.3194,1332.2422,13.3474,1578.1856
8F5A,18,1474.96,5,1277.5653,20.2670,1277.6099,20.2946,1524.7443
8F5A,19,1428.59,5,1210.3728,9.6485,1210.3547,9.6201,1473.3028
8F5A,20,1383.47,5,1200.5791,21.9820,1200.5732,21.9773,1416.5761
8F5A,21,1339.59,5,1167.3787,15.2728,1167.3669,15.2585,1380.0651
8F5A,22,1296.9,5,1112.8141,18.3691,1112.8123,18.3592,1309.4406
8F5A,23,1255.38,5,1089.6222,20.9203,1089.5686,20.9061,1283.3925
8F5A,24,1215,5,1043.7599,28.5117,1043.7563,28.4989,1248.0947
8F5A,25,1175.75,5,1018.2999,26.8024,1018.2863,26.8304,1193.9412
8F5A,26,1137.58,5,985.8610,14.0496,985.8572,14.0849,1176.3122
8F5A,27,1100.49,5,946.6236,10.8558,946.6341,10.8442,1131.5202
8F5A,28,1064.43,5,923.3645,12.0175,923.3508,11.9849,1090.1029
8F5A,29,1029.39,5,882.2524,10.0166,882.2939,10.0027,1029.3885
8F5A,30,995.349,5,858.9334,19.7651,858.9420,19.7783,1021.4106
8F5A,31,962.275,5,838.7734,25.9191,838.8217,25.8898,996.5832
8F5A,32,930.147,5,812.6414,24.4724,812.6580,24.4448,970.7469
8F5A,33,898.942,5,781.1326,8.4561,781.1350,8.4536,940.7196
8F5A,34,868.639,5,747.6353,12.6528,747.6594,12.6667,897.1930
8F5A,35,839.216,5,716.1749,10.8540,716.1199,10.8980,848.7915
8F5A,36,810.652,5,694.8929,13.0323,694.8830,13.0409,837.3571
8F5A,37,782.924,5,684.9357,14.4436,684.9642,14.4238,797.6235
8F5A,38,756.014,5,662.2646,10.7506,662.2467,10.7273,788.9050
8F5A,39,729.901,5,627.0479,17.6581,627.0534,17.6262,754.1188
8F5A,40,704.564,5,603.3362,15.2553,603.3994,15.2559,720.6536
8F5A,41,679.985,5,584.0508,6.6537,584.0449,6.6412,697.5304
8F5A,42,656.145,5,560.4564,12.6865,560.4041,12.7015,676.9847
8F5A,43,633.025,5,535.5096,8.2788,535.5247,8.2571,640.2716
8F5A,44,610.606,5,527.2360,5.4389,527.2605,5.4569,620.4502
8F5A,45,588.872,5,510.0863,7.9538,510.0937,7.9449,600.8091
8F5A,46,567.804,5,489.8519,15.1038,489.8591,15.1487,590.3370
8F5A,47,547.386,5,466.2646,13.7928,466.3088,13.7708,556.4889
8F5A,48,527.6,5,452.8482,3.5038,452.8315,3.4683,537.1882
8F5A,49,508.43,5,435.6872,13.2166,435.6894,13.1953,516.7162
8F5A,50,489.861,5,418.4859,10.3873,418.4792,10.3845,504.8004
8F5A,51,471.875,5,407.4934,9.0353,407.4995,9.0684,483.7781
8F5A,52,454.46,5,388.2994,6.9153,388.3181,6.8947,460.6557
8F5A,53,437.597,5,376.0511,8.8179,376.0634,8.7789,451.8890
8F5A,54,421.274,5,358.4169,5.6136,358.3922,5.6108,432.8597
8F5A,55,405.476,5,346.9308,5.9816,346.9266,6.0130,416.0145
8F5A,56,390.188,5,330.0413,3.9237,330.0113,3.8855,400.7356
8F5A,57,375.397,5,320.8440,5.1889,320.7907,5.1851,381.7462
8F5A,58,361.089,5,309.8438,6.2878,309.8444,6.2959,373.6110
8F5A,59,347.251,5,294.5787,6.7459,294.5469,6.7778,355.6646
8F5A,60,333.87,5,283.4752,5.0661,283.5021,5.0256,339.6123
8F5A,61,320.934,5,275.2187,6.2836,275.2276,6.2818,324.6841
8F5A,62,308.43,5,266.3643,7.9088,266.3659,7.8853,315.5420
8F5A,63,296.345,5,254.2084,4.3849,254.1840,4.3862,310.8519
8F5A,64,284.669,5,242.7018,3.5351,242.6987,3.5619,290.0656
8F5A,65,273.389,5,231.9442,3.9278,231.9508,3.9434,275.7381
8F5A,66,262.495,5,224.3553,3.0220,224.3763,3.0206,268.6526
8F5A,67,251.974,5,216.3981,5.7095,216.3791,5.7113,260.0477
8F5A,68,241.818,5,202.6641,5.9345,202.6774,5.9575,249.1513
8F5A,69,232.014,5,197.2730,1.2789,197.3280,1.2766,236.0727
8F5A,70,222.553,5,187.2158,3.3231,187.2292,3.3355,222.9832
8F5A,71,213.425,5,182.8950,4.6917,182.9109,4.7029,216.7299
8F5A,72,204.619,5,175.7964,3.6251,175.7996,3.6491,210.3116
